,ROA,ROE,Operating gross profit margin,cash flow,Debt ratio,Total asset turnover,Growth_CLass
0,0.23676460710245212,0.16961588138283343,0.32870801936317284,3.901707814261004,-0.07359260301793322,-0.7916170342992762,1
1,0.1460094130068553,0.11867402131004665,0.21957279853196343,1.3312573884397196,-0.12660280188854128,-0.8475919781033523,1
2,0.0873505680426281,0.06740769079093636,-0.8498932137326799,-0.20338929459505883,-0.35825737095309845,-1.2580748993332436,2
3,0.11501983453518809,0.018088182949767013,-0.14894342140214764,-0.018206536057651587,-1.227094530442365,-0.9222252365087871,1
4,0.06300161352917534,0.06935451346887728,-0.175561767946345,-0.14228183472675413,-0.1706012669511459,-0.2505259108598742,3
5,0.9628061598672263,0.3286064000813399,0.37307193027016855,-0.08819770507675927,-1.377643495234892,-0.1199177086503632,1
6,-0.4892769456623221,-0.2106634817082883,-0.5183469195543985,-0.16182951916872435,-1.6888133626053612,-1.0528334387182978,0
7,-0.15835251841130457,0.058971459186525826,0.21986855793801013,-0.10964704856610782,0.8890726084723093,0.5144649877958323,0
8,0.06632192550828256,0.03496064615858813,0.3568051629376035,-0.08083760743899093,-0.6816195840638077,-0.15723433785308064,1
9,0.5422333091803144,0.366893912747511,-0.19922252043007607,0.017860210326294257,0.044620140463522626,1.7272554368841473,2
10,-0.7482612800326836,-0.37841470245752884,-0.6035256284958302,-0.1365112662558292,0.6404547757691575,-0.7543004050965588,2
11,0.3230927185592392,0.3191967571379589,-0.17378721151006518,-0.1751088263235061,0.5360246839940597,0.8129980214175713,1
12,0.18142607411733214,0.338016043024721,0.37484648670644843,8.281237411148846,0.971768518710458,0.36519847098496283,1
13,-0.1461780411545782,-0.00722051186346462,0.33018681639340614,-0.12192160098783461,0.17926604559486747,-0.6983254612924829,3
14,0.5267385199444807,0.19395116485709463,-0.06287743424257594,-0.0637574296270939,-1.1295557645204461,0.32788184178224544,2
15,0.20909534060989213,0.2208822119019437,-0.3175262828487313,-0.15363109255751717,0.14958033422732683,1.2794558864515386,3
16,0.14379587168745056,0.020683946520354875,-0.16698474517099254,-0.17284527283021742,-1.4518577736537432,0.3092235271808867,2
