ROA,ROE,Operating gross profit margin,cash flow,Debt ratio,Total asset turnover,kMeans_labels,rate
-0.549042561,-0.245381819,-0.376086645,-0.209036023,0.709368034,-0.250525911,1,0
-0.443899349,-0.169455735,-0.442040993,-0.124805988,0.851435367,0.327881842,3,1
-0.152818665,0.072599218,0.067552464,-0.864056649,1.119136872,-0.754300405,1,0
-0.333222283,-0.119811757,0.031469816,-0.116574929,0.161242578,-0.605033888,1,0
-0.533547772,-0.230780649,-0.281739395,0.371430921,0.032427795,0.103982067,1,0
-0.570071204,-0.244083938,-0.031231178,0.301596225,-0.667836932,-0.716983776,8,0
-0.068704095,0.038854292,0.093875051,1.185667808,0.067944628,-0.213209282,4,0
-0.332115512,-0.101641412,0.074946449,0.339230636,0.514820604,-0.007967821,1,0
0.179212533,0.014194538,0.31362429,-0.105614487,-1.931600073,-0.866250293,8,0
2.665019434,0.947371541,0.68687266,0.018482186,-1.247768508,0.794339707,0,0
0.051933907,0.074546041,0.058679682,-0.131969311,-0.075182909,-0.175892652,9,1
1.561569087,0.487921389,0.587793259,-0.139091029,-1.685632751,-0.306500855,9,0
1.008183757,0.56871453,0.068735501,-0.258921655,-0.146216575,-0.250525911,9,1
-0.326581659,0.052806521,0.023188553,-0.267980437,1.763210788,-0.847591978,1,0
0.256686479,0.053455462,-0.173491452,-0.132217482,-1.53349348,-0.269184225,8,1
0.037545888,0.218286448,-0.077073886,0.028404914,0.969648111,0.439831729,3,0
0.19138701,0.484676685,-0.164322911,0.701138951,1.372525622,0.215931954,3,0
-0.98289666,-1.092898625,-0.808191137,-0.092850774,2.191533195,-0.04528445,1,0
0.782402542,0.287723124,-0.002542515,-0.024509014,-0.79771192,-0.53040063,9,0
2.03748047,0.755285037,-0.235305168,1.799546191,-1.233985856,0.607756561,0,0
-0.324368117,-0.142524688,-0.00017644,-0.210737481,-0.647693057,-0.138576023,8,0
-0.116295233,-0.008193923,0.483094429,-0.162826768,0.391306841,-0.511742315,1,0
0.488001547,0.215366214,0.315694605,-0.138345702,-0.610585918,-0.194550967,9,0
-0.604381094,-0.266147928,0.090917457,-0.194087074,-0.13667474,-0.381134113,8,0
-0.122935857,0.049561816,-0.171125377,-0.129640493,0.702476708,-0.063942765,1,0
-0.477102468,-0.202551721,-0.081510277,-0.259837812,-0.858143546,-0.642350517,8,0
-1.397935657,-1.582200058,-1.212198486,-0.073918538,2.156016361,-0.959541866,10,0
0.159290661,0.121594255,-0.292090974,-0.676592878,-0.340764005,2.921387571,6,0
0.00655631,0.150796595,-0.127944504,0.94318776,0.672260895,0.271906898,3,0
0.151543266,0.019386065,0.505572144,-0.194211403,-1.389835841,-0.661008832,8,1
0.433769785,0.249435611,0.008696342,7.10488173,-0.40596655,-0.474425686,7,1
-0.402948834,-0.176918555,0.32338435,-0.192949668,-1.142808314,-0.97820018,8,1
0.120553688,0.121594255,0.269260379,0.849409945,0.090208911,0.271906898,3,0
-0.543508708,-0.256413815,-0.459786557,-0.5727729,1.570253664,1.09287274,3,0
0.319772407,0.347425686,-0.105762548,0.070392338,0.577372639,0.421173415,3,0
-1.010565926,-0.519234876,-0.089495781,-0.211649886,0.529133358,0.066665437,1,0
-0.195982721,-0.060758136,-0.525740905,0.203631659,-0.194455856,-0.642350517,8,0
-0.125149399,0.057024637,-0.476349084,9.887656019,0.777751191,1.503355662,7,0
-1.157766424,-0.937477281,-0.140070639,-0.184965637,1.570253664,-0.381134113,1,0
-0.520266524,-0.221695477,-0.013189854,-0.017649499,-1.22444402,-0.661008832,8,0
-0.325474888,-0.018576977,-0.543486469,1.132959954,1.58774703,3.257237234,6,0
0.383965105,0.414591068,0.521543152,1.379394734,0.891723118,-0.455767371,4,0
-0.095266591,-0.014683332,-0.334680328,-0.129845425,-0.373630329,0.458490044,3,0
-0.805813354,-0.411186218,-0.494686167,-0.617865307,0.122015031,0.346540156,1,0
1.639043033,0.694284593,0.927029298,16.04037605,-0.648753261,-0.362475798,7,0
-0.478209239,-0.198009134,-0.332610013,-0.301980078,0.430004286,0.701048134,3,0
0.24229846,0.156312593,0.287005943,-0.428256276,-0.332812475,0.439831729,9,1
0.472506758,0.313031819,0.352960291,-0.105141153,-0.007329854,-0.175892652,9,0
0.223483359,0.268254897,-0.045723389,-0.090711876,0.907626178,-0.175892652,1,0
0.002129227,-0.007544982,0.226079505,-0.120430948,-0.928117009,-0.362475798,8,0
0.34301459,0.127759194,0.027329185,-0.18314458,-0.992259349,-0.138576023,9,1
-0.047675452,0.014843478,0.187039264,-0.092537012,-0.064580869,-0.362475798,9,0
1.355709744,0.99766446,-0.016147448,0.353338809,0.437955816,2.007130156,3,0
0.15818389,0.334771339,-0.509769897,0.690355215,1.01735729,2.697487796,6,0
1.857076853,1.669318284,1.103006144,-0.266895407,0.970708315,-0.362475798,0,1
-1.062584147,-0.523452992,-0.248910101,-0.13415781,0.115123705,-0.754300405,1,0
-0.067597324,0.009327481,-0.177040565,-0.081911706,-0.108579334,0.15995701,3,0
-0.073131178,0.148849773,-0.229685739,-0.412547315,1.074608305,0.980922853,3,0
-0.184915014,0.048912875,-0.321962674,0.853445443,1.119136872,1.689938808,3,0
-0.163886372,-0.063353899,-0.460969595,0.365745034,-0.552274699,-0.175892652,8,0
-0.525800377,-0.224615711,-0.475461806,0.026040852,-0.705474174,-0.101259394,8,0
-0.16056606,0.145280598,-0.520712995,-0.161700294,1.471654694,3.313212178,6,0
0.509030189,0.344180982,-0.118775962,3.148798983,0.035078305,0.701048134,4,0
-0.468248303,-0.18730161,-0.355087727,-0.172138127,0.857266489,-0.175892652,1,1
-0.466034762,-0.201253839,-0.017922005,-0.096115166,-1.077075668,-0.325159169,8,0
0.506816648,0.294537003,0.793050287,0.006936643,-0.183853817,-0.269184225,9,0
-0.438365495,-0.167184442,-0.006978906,0.420329256,0.662188957,-0.959541866,1,0
7.980838913,2.288407896,0.189996858,-0.21742796,-2.37052452,-1.332708158,0,0
-0.398521752,-0.070167778,0.237614122,-0.188851678,1.741476606,0.048007123,1,0
-0.788105024,-0.315467436,0.27872468,-0.180451746,-1.399377677,-0.53040063,8,0
-1.044875817,-0.582506613,-0.644044667,-0.180137658,0.753366499,-0.250525911,1,0
0.583183824,0.6118691,0.025258869,-0.275750889,0.635683858,0.701048134,3,1
-0.723912326,-0.313520613,-0.481376994,-0.145816914,-0.655114485,-0.063942765,8,0
-1.010565926,-0.859928845,-0.051934336,-0.746043979,1.761620482,-0.828933664,1,0
0.702715055,0.504793852,0.680661713,0.103163039,0.285286443,0.029348808,9,0
-1.401255969,-0.61625154,-0.139183361,-0.136487281,-0.518348172,-0.679667147,8,0
0.012090163,0.047939464,0.122267954,0.061375978,-0.052918625,-0.716983776,1,0
0.625241109,0.342234159,-0.137704564,0.029460086,-0.03542526,2.26834656,3,0
0.77908223,0.570012412,-0.213418972,0.468851502,0.501568055,2.585537909,6,0
0.575436429,0.632310738,0.621214072,1.215980465,0.904445566,0.570439932,3,0
-2.201451156,-1.25610726,-0.117888684,-0.196224176,0.740644052,-0.063942765,10,0
-0.111868151,0.29194124,-0.470138136,0.69078319,1.704369467,1.839205324,3,0
1.049134271,0.59012958,0.121972195,0.078559601,-0.284043093,0.551781617,9,0
0.335267196,0.345803334,-0.090383059,0.599748789,0.608648656,1.055556111,3,0
0.335267196,0.380846142,-0.177336324,-0.252807466,0.886422099,0.738364763,3,1
