ROA,ROE,Operating gross profit margin,cash flow,Debt ratio,Total asset turnover,kMeans_labels,rate
3.339042766,1.931165934,0.291442334,-0.903190524,-0.135084434,-0.474425686,0,1
0.282142204,0.0738971,-0.122620834,-0.245164118,-1.351668498,-0.996858495,8,1
-0.204836886,0.021008417,-0.320779636,-1.094784264,0.965937397,0.794339707,3,0
0.005449539,0.033987235,0.097128404,-0.007729056,-0.237394118,0.029348808,9,0
1.143209777,0.478836217,0.536626882,0.638044825,-0.796121614,0.607756561,9,0
0.086243797,0.063514045,0.103635111,-0.055914045,-0.396424714,0.514464988,9,0
0.044186512,-0.001380044,-0.287358823,-0.236061445,-1.152880252,-0.026626136,8,1
0.064108384,-0.010465216,0.705209743,-0.117374425,-1.303959319,-0.362475798,8,1
-0.311086869,-0.127599047,-0.243290672,-0.113413492,-0.29146452,-0.213209282,8,0
1.247246219,1.149516629,-0.17437873,0.244847325,0.915047606,1.316772516,3,0
-0.288951456,-0.138955513,0.460025196,-0.172737422,-1.698355198,-0.567717259,8,1
-0.870006053,-0.509825233,-0.262515033,0.031870975,0.922999136,-0.157234338,1,0
-0.126256169,-0.096125414,0.117240044,0.833217371,-2.018006698,-0.661008832,8,0
-0.350930613,-0.119487286,-0.395015247,0.68825515,0.382295107,-0.101259394,1,0
0.297636993,0.082657802,0.362128832,10.85145908,-1.170373618,-0.567717259,7,0
-0.433938413,-0.152258801,-0.192715813,-0.32691082,1.077788916,0.15995701,1,0
0.05636099,0.153067889,-0.406549864,-0.124086604,0.508459381,4.302102852,6,0
-0.554576415,-0.251546758,0.082931953,-0.214733168,0.93201087,-0.661008832,1,0
2.257727832,0.853275112,0.946549419,-0.197404331,-0.886238952,0.701048134,0,1
-0.150605124,-0.005273689,-0.024132952,-0.01531138,0.547686928,0.346540156,3,0
0.333053654,0.226073739,0.45795488,-0.13495388,-0.191275245,-0.549058944,9,0
0.457011968,0.420431536,0.050398418,-0.107304851,0.567300701,1.055556111,3,0
0.155970349,0.06708322,0.78654358,-0.125994137,-0.439362975,-0.082601079,9,0
-3.122284345,-2.639973713,-19.15030222,-0.202809578,1.731404669,-1.295391529,2,0
0.514564043,0.217313037,-0.366918104,-0.161543495,-0.615886937,1.951155212,3,0
0.070749008,0.058322518,-0.20425043,-0.149644869,-0.464807871,-0.623692203,8,0
-0.264602502,-0.072439072,0.320426756,-0.176848628,0.225915021,-0.082601079,1,0
1.133248841,0.464883988,0.712603728,-0.179910209,-0.673137952,-0.231867596,9,0
-1.350344519,-0.969924326,-0.390283097,-0.198594927,1.189640436,0.495806673,1,0
-0.274563438,-0.019550389,-0.182364234,-0.02351307,1.088390956,1.33543083,3,0
-0.212584281,-0.071790131,-0.2693175,-0.209753285,-0.271850747,0.551781617,3,1
0.306491159,0.179674465,0.291738094,-0.105009317,-0.311608396,-0.399792428,9,0
-0.499237882,-0.210014541,-0.403888029,-0.223002407,-0.318499722,-0.940883551,8,0
0.739238487,0.264685722,0.108663021,-0.156031376,-1.016113939,-0.138576023,9,0
-0.283417603,-0.139928924,-0.056962246,-0.180424008,-1.6988853,-0.623692203,8,0
-0.367532173,-0.119162816,-0.272570853,0.452938426,0.999863924,0.794339707,3,0
0.524524979,0.377925908,-0.377565442,-0.277126838,-0.147806881,1.111531055,3,1
0.919642104,0.278962422,0.122859473,0.01771728,-1.526072052,-0.007967821,9,0
-0.400735293,-0.124029873,-0.183251513,-0.202133759,1.093691976,-0.567717259,1,0
-4.616424736,-2.07020361,-1.109274213,-0.248856159,-0.159999227,-0.567717259,10,0
-1.115709139,-0.566283091,-0.218446882,-0.195509688,0.452798672,0.495806673,1,0
0.504603107,0.405181425,0.16899794,-0.272608705,0.369042558,-0.418450742,9,0
-0.028860351,0.024253121,-0.305400147,-0.032332657,-0.183323715,3.630403526,6,0
0.129407853,-0.011438628,-0.00520435,0.22501998,-1.868517937,-0.325159169,8,0
-0.041034828,0.100828147,0.029991019,-0.180436898,0.563059885,1.148847684,3,0
1.108899887,0.465532928,0.656113682,5.340048968,-0.819446101,-0.138576023,4,0
0.853235865,0.386037669,0.602581229,-0.11980212,-0.657234893,-0.213209282,9,0
-0.128469711,-0.030906854,0.147999022,-0.399044312,-0.321150232,-0.567717259,8,0
-0.69734983,-0.331366488,-0.266655665,-0.066257569,0.477183363,0.383856786,1,0
2.212350235,0.99733999,0.738334797,0.06206534,-0.49661399,0.850314651,0,0
0.159290661,0.137493307,-0.04010396,-0.157032868,-0.029064036,0.029348808,9,0
-0.61434203,-0.293078975,-0.321371155,-0.199574718,0.708837932,-0.157234338,1,0
-0.219224905,-0.043885672,0.043891711,-0.26040317,0.26302216,0.029348808,1,1
-0.187128556,-0.041289909,-0.334976088,-0.138976325,0.100810951,0.4025151,3,0
0.002129227,0.19784481,-0.018217764,-0.279502974,0.961166479,0.122640381,3,0
-0.286737915,0.111211201,-0.277598763,-0.191655626,1.898386795,4.246127908,6,1
-0.729446179,-0.377116821,-0.294752809,-0.169207728,0.762908335,-0.791617034,1,0
0.179212533,0.280584774,0.476587722,-0.094145631,0.797895066,-0.194550967,1,0
-0.309980099,-0.118513875,-0.339412479,-0.181737466,-0.184914021,0.738364763,3,0
0.302064076,0.180323406,0.511783092,-0.17925038,-0.235803812,-0.213209282,9,0
0.509030189,0.285776301,0.205080588,-0.297042128,-0.489192562,-0.007967821,9,0
0.331946884,0.183892581,0.142379594,2.52643876,-0.369919615,-0.73564209,4,0
0.017624016,0.017763713,0.18881382,-0.163185236,-0.50721603,-0.231867596,9,0
-0.381920192,-0.130194811,0.015203049,-0.21460998,1.088921058,-0.642350517,1,0
0.42602239,0.196222458,0.067848223,-0.182697188,-0.49661399,-0.157234338,9,0
0.520097896,0.36462262,0.091508976,-0.118008638,0.293237973,0.551781617,3,0
0.324199489,0.377601437,0.046849305,-0.33249163,0.741174154,-0.175892652,3,0
-0.846763869,-0.370627412,0.510600054,-0.190019106,-0.49131297,-0.04528445,8,0
-0.229185841,-0.087689183,-0.019105042,-0.242811478,-0.342354311,-0.474425686,8,0
0.401673435,0.157286004,-0.035667569,-0.187369184,-0.713955805,-0.213209282,9,0
-0.690709206,-0.286914037,-0.542303431,-0.197009804,-1.04049863,0.383856786,8,0
-0.761542528,-0.367707178,-0.276415725,-0.366446891,0.371162966,-0.04528445,1,0
0.081816715,0.048912875,0.017864884,-0.161166753,-0.397484918,-0.231867596,9,0
-0.183808244,-0.076332717,-0.407141383,-0.190834103,-0.573478778,0.365198471,9,1
0.619707255,0.148525302,1.129624491,-0.187954774,-1.969237315,-0.996858495,8,0
0.712675991,0.402261191,0.290555056,-0.544779434,-0.043906892,-0.418450742,9,0
0.406100518,0.18291917,0.138830481,-0.147044222,-0.51516756,0.029348808,9,0
-0.665253481,-0.275233101,0.643987546,-0.166229849,-1.200589431,-0.940883551,8,0
0.003235998,0.040801114,0.773530166,-0.183466336,-0.499794602,-0.306500855,9,0
-0.927558127,-0.469590898,0.043595952,-0.195712335,0.42046245,-0.28784254,1,0
-1.68790957,-0.737927957,0.153618451,-0.378334095,-0.619067549,-1.127466697,8,0
-0.26238896,-0.053619786,0.025258869,-0.043887826,0.64151498,-0.884908607,1,0
0.215735965,0.139115659,-0.152492534,0.002235932,-0.351366045,-0.362475798,9,0
2.554342369,1.776718002,0.501135753,0.592458198,0.479303771,0.010690494,0,1
-0.475995698,-0.200280427,0.265711266,-0.345052533,-0.246405851,-0.996858495,8,1
-0.325474888,-0.125652225,0.579807755,-0.136329177,-0.374690533,-1.052833439,8,0
-0.283417603,-0.07146566,-0.095410969,-0.039326618,0.422582858,-0.940883551,1,0
0.088457339,0.19784481,-0.429323338,0.08825537,0.818569044,-0.418450742,1,0
-0.327688429,-0.105210587,-0.435830045,0.130128254,0.334585928,-0.754300405,1,0
-1.70451113,-1.35799098,-0.959324194,-0.153572517,1.36404399,0.383856786,10,0
0.253366167,0.579097585,0.125521307,0.079746608,1.29990165,-0.455767371,1,1
0.035332347,0.171887175,0.374550727,-0.063044246,0.504218565,-0.884908607,1,0
-0.323261347,-0.103263764,0.274288289,-0.00748888,0.323983889,-0.97820018,1,0
-0.730552949,-0.421569272,-0.225545108,-0.302526998,1.290359814,-1.146125012,1,0
-0.660826398,-0.280424628,0.217206723,-0.69598099,-1.026715979,-1.332708158,8,0
-0.326581659,-0.091258357,0.664690705,0.247968297,0.863627713,-1.183441641,1,0
0.134941706,0.225749269,-0.292090974,-0.151970261,0.663779263,0.178615325,3,0
-0.197089492,-0.052646374,0.084114991,0.37836908,0.167603802,-1.01551681,1,0
-0.324368117,-0.072439072,0.046553546,-0.158437207,1.158364419,-1.090150068,1,1
-0.611021718,-0.306382263,0.297061763,-0.135487748,1.202362884,-1.314049843,1,0
0.063001614,0.138142248,0.322497072,-0.44041384,0.635153756,-0.810275349,1,0
0.194707322,0.392851548,0.62210135,-0.217557348,1.136100135,-0.716983776,1,1
-0.318834264,0.043721348,0.184968948,0.918672267,1.854918432,-1.071491753,1,0
-0.445006119,-0.148365156,-0.562119312,-0.184506987,1.482256734,0.178615325,1,1
-0.036607746,0.309787114,0.671197412,-0.167265278,1.446209799,-1.052833439,1,1
0.298743764,0.504144912,-0.421929353,-0.145446208,1.179568498,1.633963864,3,0
-0.377493109,-0.039992027,0.539584476,-0.193033533,1.762150584,-1.127466697,1,0
0.340801049,0.307840292,0.34822814,0.055774772,0.33776654,-0.77295872,1,0
0.518991125,0.418809184,-0.242699153,-0.086116894,0.394487453,0.980922853,3,0
-0.646438379,-0.336233544,1.018418954,0.363960852,1.140871053,-1.034175124,1,0
0.402780206,0.761125505,0.006330267,1.357924506,1.29460063,-0.138576023,4,1
-0.844550327,-0.352457067,0.011358177,-0.04219893,-1.016113939,-1.01551681,8,0
-0.881073759,-0.485165479,-0.318117802,0.677846524,0.878470569,-1.090150068,1,0
-0.19487595,-0.077630599,-0.222883273,-0.015814574,-0.624898671,-0.97820018,8,0
0.276608351,0.260143136,-0.003725553,0.031153549,0.256660936,-0.28784254,9,0
0.273288039,1.438944267,-0.133563932,1.258214917,1.916410263,0.103982067,3,1
-0.487063404,-0.186003728,-0.381114555,-1.057519578,1.772222522,-0.605033888,1,0
-0.364211861,-0.145444922,-0.420154797,-0.296287011,-0.284573195,-1.108808383,8,0
-0.523586836,-0.226238063,-0.125874188,-0.123379784,0.251890018,-1.052833439,1,0
-0.430618101,-0.131817163,-0.301555275,-0.166867162,1.445149595,-0.884908607,1,0
-0.19376918,0.000891249,0.260387597,0.084748681,0.7003563,-0.791617034,1,0
0.574329658,0.557033594,-0.008457704,0.487137125,0.748065479,0.19727364,3,1
1.029212399,0.685523891,-0.320188118,-0.121084251,0.119894623,1.783230381,3,0
0.099525045,0.052806521,0.062820313,-0.109547683,-0.513047152,-1.052833439,8,0
-0.484849863,-0.186328198,-0.359228359,-0.711426116,1.671503144,-0.866250293,1,0
-0.404055605,-0.132790575,-0.498531039,-0.129154432,0.92670985,0.271906898,1,0
-0.360891549,0.050210757,0.342017193,2.722707106,2.03568321,-1.183441641,4,0
-0.420657165,-0.135710809,-0.446477384,0.503556331,1.223036861,-0.474425686,1,0
0.803431185,0.687146243,-0.161956835,-0.194204877,0.634623654,2.75346274,6,0
-0.852297722,-0.522804051,-0.232939093,-0.321573121,1.200242476,-1.090150068,1,0
0.59314476,0.428218827,-0.13474697,-0.125689839,0.165483394,0.64507319,3,0
-0.620982654,-0.255440403,1.237576674,-0.166727168,-1.643224592,-1.295391529,8,0
-1.002818532,-1.161037419,1.404976498,-0.234913923,2.179340849,-1.164783326,1,0
-0.080878572,-0.07114119,0.04448323,-0.213386914,-1.552577152,-1.052833439,8,0
-0.857831575,-1.055908994,-0.164027151,-0.464159859,2.329889814,-1.108808383,1,0
-0.628730049,-0.258036167,1.507309252,-0.161161042,-1.655947039,-1.314049843,8,0
0.118340147,0.351319331,0.191179896,0.074358329,1.138220543,-0.437109057,1,0
0.214629194,0.039827703,0.510600054,-0.192240563,-1.618309798,-0.642350517,8,1
0.151543266,0.041450055,0.670901652,-0.183978503,-1.163482292,-0.810275349,8,0
-0.007831709,0.097258972,1.11513228,0.179062975,0.3536696,0.290565213,3,0
-0.264602502,0.004460424,0.724434105,0.159548412,1.269685836,0.831656336,3,0
-1.186542461,-0.957269979,-0.16964658,-0.362515327,1.39850062,0.290565213,1,0
-0.6984566,-0.713917144,-0.011711057,-0.056920594,2.360635729,-0.996858495,1,0
-0.22807907,0.056375696,0.076721005,-0.046027702,1.255373083,-0.567717259,1,0
-1.058157065,-0.531889224,1.173988402,-0.180317953,0.270443588,-1.332708158,1,0
-0.07645149,0.254302668,1.988509806,0.417175651,1.530496015,-1.183441641,1,0
-0.344289989,-0.161992915,1.866065412,-0.186968456,-1.70948734,-1.146125012,8,0
-0.3287952,-0.042912261,0.840371792,0.469099836,1.262264409,-0.810275349,1,0
0.599785383,0.27020172,0.750165173,-0.169118152,-0.456326239,-0.698325461,9,0
-0.51251913,-0.247004172,-0.134451211,-7.592940213,2.722695387,-1.071491753,1,0
-0.27788375,-0.101316941,0.121084916,-0.08522521,-0.217780344,-0.007967821,9,0
-0.29559208,0.130030487,0.111029097,0.425409974,1.949806688,0.775681392,3,1
-0.31219364,-0.06432731,1.300573428,-0.188455846,0.903385362,-1.183441641,1,0
-1.192076315,-0.653565641,0.662620389,-0.145254003,0.522242032,0.103982067,1,0
0.049720366,0.518097141,0.364199148,3.699782624,1.7663914,1.036897797,4,0
-0.49702434,-0.211636893,0.538992957,-0.210268063,-0.430881343,-1.332708158,8,0
2.259941373,0.88799345,0.411224894,2.317064549,-1.083436892,-1.314049843,4,0
-0.21147751,-0.025390857,0.573596808,-0.28391913,0.440606326,-1.146125012,1,0
-3.931333697,-1.737945873,-2.073154117,-0.17567239,-0.284043093,-0.605033888,10,0
-0.377493109,-0.131817163,0.266598544,-0.09591415,0.304900217,1.988471841,3,1
-0.471568615,-0.203525132,0.179645279,-0.123337199,-1.054281282,0.794339707,8,0
-0.439472266,-0.189572903,0.092100495,-0.180445872,-0.941369559,-0.549058944,8,0
0.243405231,0.09563662,0.295582966,-0.152468397,-0.830048141,-0.418450742,9,0
-0.350930613,-0.102939294,-0.077665405,-0.197290606,0.642575184,-0.679667147,1,0
0.440410408,0.300053001,0.182898632,0.140802672,0.0870283,0.253248583,9,0
0.52673852,0.243595143,-0.130310579,-0.102716721,-0.410207366,1.074214426,3,0
1.193014457,0.389606844,1.337247594,2.812705262,-1.45344808,-0.716983776,4,0
0.222376589,0.339313925,-0.403000751,-0.022061414,0.865218019,1.652622178,3,0
-1.062584147,-0.507878411,-0.384663668,-0.191367807,0.117774215,0.010690494,1,0
-0.288951456,-0.088662594,-0.374607848,-0.219140187,0.277334914,0.962264538,3,0
1.916842469,0.734843399,0.865511341,-0.091578432,-1.025125673,0.15995701,0,0
1.302584752,0.664757782,-0.230277258,-0.14671545,-0.39801502,0.271906898,9,1
-0.483743092,-0.206445366,-0.464814467,-0.176749589,-0.690101216,-0.101259394,8,1
0.119446917,0.464235047,-0.178815121,-0.428956732,1.433487351,0.589098246,3,0
-0.9662951,-0.606517426,-0.382001833,-0.193513068,1.310503689,0.533123302,1,0
-0.406269146,-0.177891967,-0.093044894,0.032269255,-1.028306285,0.122640381,8,0
-0.104120756,0.029444649,-0.02028808,-0.17774178,0.45491908,0.626414875,3,0
0.606426007,0.244893025,0.421872232,0.009083699,-0.806193551,-0.250525911,9,0
0.722636927,0.622901095,0.114578209,-0.300625013,0.717849666,0.64507319,3,0
-0.415123311,-0.177891967,0.050102659,-0.186326412,-0.831108345,-0.716983776,8,0
0.3087047,0.084929095,1.006292819,-0.183018945,-1.276394015,-0.28784254,9,0
0.440410408,0.200440574,-0.028865103,-0.025749702,-0.553334903,0.570439932,9,0
-0.417336853,-0.175620674,0.50291031,-0.12048055,-0.305777274,-0.661008832,8,1
-0.106334297,0.21212151,-0.504150468,-0.168999369,1.58509652,2.473588021,6,0
0.447051032,0.371112029,-0.32876514,-0.143294095,0.318152767,2.081763414,3,0
1.284876422,0.425947534,0.978787194,-0.059881994,-1.415280736,0.010690494,9,0
0.070749008,-0.007220512,0.168110662,-0.154707802,-1.390365943,-0.623692203,8,0
0.245618772,0.323414873,-0.099551601,-0.096608243,0.864157815,0.589098246,3,0
-0.239146777,0.094663208,-0.48817946,-0.289063644,1.495509284,3.369187122,6,1
2.285397098,0.960350359,0.390817495,0.94874997,-0.739930803,1.484697347,0,0
1.372311304,0.538214308,0.755784602,-0.10876385,-1.195288411,-0.063942765,9,0
0.478040611,0.748795628,-0.553246529,-0.845377641,1.038561369,4.320761166,6,0
0.059681302,0.16864247,-0.211644415,0.136848102,0.647346102,0.048007123,3,0
0.121660458,0.123216608,-0.021471117,-0.165109086,-0.004679344,0.570439932,3,0
2.645097563,0.792923609,0.995053961,-0.121103015,-2.032849553,-1.183441641,0,1
-1.165513819,-0.450447142,0.295582966,-0.15366813,-1.41369043,-0.362475798,8,0
0.769121294,0.39414943,0.24885298,-0.059249086,-0.178552797,0.029348808,9,0
-0.862258658,-1.575061708,-0.053413133,-0.190781238,2.571086219,0.290565213,1,0
0.352975526,0.311409466,-0.04986402,0.566011187,0.36427164,0.066665437,3,0
0.245618772,0.294861474,0.056609366,4.686884805,0.837122614,0.103982067,4,0
-0.840123245,-0.462128078,-0.087129706,-0.189645464,0.909216484,0.831656336,3,0
-0.204836886,0.00900301,0.116944285,-0.236333274,0.783052211,0.309223527,3,0
-0.253534795,0.225749269,-0.563598109,-0.138868475,2.059007698,8.220348918,6,0
-0.282310832,-0.099045648,0.038272283,-0.653989649,-0.04867781,-1.01551681,1,0
-0.309980099,-0.095152003,0.523613468,-0.164928791,0.373813475,-1.01551681,1,0
-0.49591757,-0.189248432,-0.098368563,-0.734321406,2.154956158,-0.847591978,1,0
-0.047675452,0.129057076,-0.368396901,-0.110047613,0.700886402,-0.119917709,1,0
-0.816881061,-0.319036611,-0.91170693,-0.189758209,-2.040801083,-0.866250293,8,0
-0.56343058,-0.253818051,-0.205729227,-0.14288782,0.879000671,-0.101259394,1,0
0.201347946,0.446064702,0.320426756,-0.401249943,1.344960319,-0.810275349,1,0
-0.950800311,-0.484516538,0.302089673,-0.195062622,0.144809416,-0.306500855,1,0
-0.903209172,-0.511447585,-0.296527365,-0.162600136,0.964877193,0.19727364,1,0
-0.445006119,-0.18795055,0.09417081,0.06367869,-0.345534923,-0.567717259,8,1
-1.270657031,-0.585751318,-0.446181624,-0.184963189,-0.370979819,0.085323752,8,0
-0.526907148,-0.224940181,-0.416014165,-0.181330539,-0.658825199,-0.231867596,8,0
0.336373966,0.201413985,-0.131197857,-0.109303591,-0.164240043,0.924947909,3,0
-0.134003564,0.040476644,0.070805817,-0.229858333,0.786762925,-0.082601079,1,0
-0.242467089,-0.130519281,1.341979744,-0.175415898,-1.863747019,-0.97820018,8,0
0.558834869,0.336393691,1.984369174,-0.14058576,-0.018992098,-0.194550967,9,0
0.44373072,0.253978197,0.601989711,-0.226131375,-0.472759401,-0.007967821,9,0
-0.456073826,-0.176918555,-0.654396246,-0.225184869,0.891193016,-0.194550967,1,0
0.054147448,-0.037720734,1.315361398,-0.186333265,-1.966056703,-0.97820018,8,0
0.509030189,0.512905614,0.2290371,0.039177719,0.895963934,-0.399792428,1,0
-0.271243126,-0.116242582,-0.008457704,-0.179723225,-0.712365499,-0.157234338,8,1
-0.147284812,0.175131879,-0.528994258,-0.097297605,1.45734194,5.272335211,6,0
-3.88484933,-1.840478534,-0.582526711,-0.200772821,0.025536469,-0.399792428,10,0
-0.254641566,0.126785782,-0.482264272,0.572480581,1.867110778,2.734804425,6,0
1.023678546,0.28512736,0.755488842,-0.14405688,-1.705776626,-0.175892652,9,1
-0.360891549,-0.131168222,-0.178223603,-0.153631256,0.268853282,-0.810275349,1,0
-0.402948834,-0.168482324,-0.167576264,-0.176948647,-0.252767075,0.663731505,3,0
-0.152818665,-0.029933443,-0.267247184,-0.218184218,-0.029594138,0.15995701,3,0
-1.08361279,-0.581857672,-0.476644843,-0.249574564,0.475062955,-0.959541866,1,0
-2.034328787,-0.820992391,-0.363073231,-0.215967819,-0.946670578,-0.306500855,8,0
-0.179381161,0.125487901,-0.497348002,-0.159059183,1.475365408,3.630403526,6,0
-1.705617901,-1.209707986,-0.5381628,-0.347633927,0.784112415,0.010690494,10,0
0.059681302,0.223802446,-0.045427629,-0.158656498,0.866808325,0.906289594,3,0
-0.409589458,-0.125003284,-0.160182279,-0.183760518,1.155183807,0.19727364,1,0
0.084030256,0.055402284,0.715857082,-0.198888783,-0.879877728,-0.53040063,9,1
0.419381766,0.173833997,0.066073667,-0.248879165,-0.814145081,0.010690494,9,0
-0.147284812,-0.011763098,-0.183251513,0.25989515,0.404029289,0.962264538,3,1
-1.511933035,-2.918044886,-1.259224232,-0.202423862,2.547231629,-1.034175124,10,0
0.972767096,0.480458569,0.64191723,-0.168878466,-0.295705336,-0.101259394,9,0
1.014824381,0.681630246,0.114578209,-0.323478533,0.360560926,0.533123302,3,0
0.530058832,0.149174243,0.390225976,-0.152862597,-1.317211869,-0.04528445,9,0
-0.229185841,-0.089636005,-0.040399719,-0.238328914,-0.526829803,-0.213209282,8,1
-0.27788375,-0.134088456,0.237318363,-0.182454076,-1.719559278,-1.314049843,8,0
-0.505878506,-0.215855009,-0.437308842,-0.190291098,-0.121831884,0.924947909,3,0
0.523418208,0.404856955,0.24382507,-0.026227442,0.463930814,1.447380718,3,0
0.272181268,0.105370733,0.036201967,-0.083506783,-0.804603245,0.085323752,9,0
-0.027753581,0.009976422,0.352960291,-0.142571775,-0.333342577,0.850314651,3,0
-0.415123311,-0.17334938,-0.382297593,-2.012739805,-0.413387978,-0.007967821,8,0
-3.215253081,-1.737296932,-1.337304715,-0.249653045,0.107172175,-1.052833439,10,0
0.134941706,0.032689353,0.073467652,-0.188417013,-1.105171073,-0.231867596,8,0
-0.946373228,-0.444931144,-0.10487527,-0.259357462,-0.153107901,-0.101259394,8,0
0.808965038,0.399989898,-0.007274666,-0.073732859,-0.402255836,1.689938808,3,0
-0.69734983,-0.302164148,0.322497072,-0.200909877,-0.428760935,-0.754300405,8,0
0.185853157,0.231914207,-0.317822042,-0.162144423,0.477183363,1.466039032,3,0
0.626347879,0.205956571,-0.046314908,-0.221441758,-0.977416494,0.924947909,9,0
0.121660458,-0.009167335,-0.04513187,0.073570418,-1.764087845,-0.381134113,8,0
1.282662881,0.47364469,0.541950551,0.052269715,-1.076015464,0.458490044,9,0
-0.997284678,-0.564011798,-0.034188772,-0.183452468,0.957455765,-0.418450742,1,0
-1.474302833,-1.613998162,-0.408915939,-0.207384329,2.058477596,-0.661008832,10,0
-1.240774224,-0.617224951,-0.22938998,-0.258816252,0.214782879,-0.325159169,1,0
0.278821892,0.138466719,0.091508976,-9.04E-05,-0.449965015,0.794339707,9,1
-0.167206684,-0.003651337,-0.055779208,-0.183085189,0.432124694,0.327881842,3,0
1.160918108,1.475609428,0.552006371,-0.240112444,1.021598106,0.439831729,3,1
1.636829492,0.696231416,1.231069967,-0.223221861,-0.822096611,-0.026626136,9,0
-2.306594369,-1.367725093,-0.863793906,-0.554989002,0.451208366,-0.77295872,10,0
0.300957305,0.148200832,0.559400356,-0.082603189,-0.243755341,0.234590269,9,0
-0.072024407,-0.06432731,0.309483658,-0.183164486,-1.461929711,0.365198471,8,1
-0.235826465,-0.10748188,-0.07500357,-0.169286535,-0.832698651,-0.362475798,8,0
0.237871378,0.249760082,-0.066130788,-0.216794726,0.152230844,-0.194550967,9,0
0.115019835,0.209201276,-0.200701317,0.014283199,0.703536912,0.962264538,3,0
-0.135110335,0.024253121,0.029991019,-0.152623075,0.554578254,0.178615325,3,0
-1.628143954,-0.741821602,-0.633693088,-0.213392951,-0.272910951,-0.04528445,8,0
-0.027753581,0.11023779,0.55733004,-0.120978848,0.619780798,0.271906898,3,0
-0.335435824,-0.161343974,-0.053708893,-0.153603192,-1.855265387,-1.01551681,8,0
0.273288039,0.216664096,0.469193737,-0.180281894,-0.002028835,-0.586375574,9,1
0.558834869,0.230616325,0.219572799,-0.442237018,-0.423990018,0.048007123,9,0
0.473613528,0.357159799,0.320426756,-0.130660422,0.642575184,0.495806673,3,0
0.538912997,0.344829922,0.106001187,0.209751232,-0.193925754,0.439831729,9,0
1.729798227,0.680332364,0.919635313,-0.177111483,-0.720317029,0.607756561,9,1
-0.442792578,-0.172375969,-0.517755401,-0.421562044,0.571541517,1.186164313,3,1
0.501282795,0.361053445,0.303864229,0.029751984,0.162832884,-0.250525911,9,0
-2.016620456,-0.794061344,-0.711773571,0.361110403,-1.069124138,-0.754300405,8,0
-1.930292345,-0.786274053,-0.753179888,-0.184932025,-0.931297621,-1.183441641,8,0
-0.056529618,0.203685278,-0.282330914,-0.18374665,1.267035326,1.932496897,3,1
-0.336542595,-0.11526917,-0.269909018,-0.189015004,0.378054291,0.551781617,3,0
-0.281204062,0.021657358,-0.531656093,-0.087503449,1.409102659,3.555770268,6,0
-0.249107713,-0.02798662,-0.19449037,0.439074834,0.779341497,-0.73564209,1,1
0.07406932,0.168318,0.124929789,-0.215214661,0.656887937,1.018239482,3,1
0.134941706,0.145605068,0.703435187,-0.244253671,0.1405686,-0.138576023,9,0
0.264433874,0.092716386,-0.311019576,0.247576544,-1.060112404,0.010690494,9,0
0.233444295,0.180323406,-0.120846278,-0.090556219,0.121484929,0.327881842,3,0
0.076282861,0.218286448,-0.159886519,2.431101437,0.775100681,0.215931954,4,0
-0.398521752,-0.128896929,-0.272570853,-0.551658529,1.00410474,-0.716983776,1,1
0.002129227,0.010949833,-0.064651991,-0.174461561,-0.721377233,-0.455767371,8,0
-0.065383783,-0.026364268,0.607609139,-0.163799054,-0.76060478,-0.119917709,9,0
-0.806920125,-0.310600379,0.822330468,-0.212766733,-2.081618936,-1.258074899,8,0
0.279928663,0.077141804,0.758150677,-0.056767711,-0.949321088,-0.194550967,9,0
-0.29559208,-0.150636449,0.739813594,-0.189544793,-2.054583735,-0.679667147,8,1
0.831100451,0.547948422,1.873163638,-0.044068936,0.297478789,-0.474425686,9,0
-0.7814644,-0.479325011,0.370114336,-0.275461438,1.350261339,-0.325159169,1,0
1.200761852,0.503820441,0.342312952,-0.437566818,-1.242467488,-0.884908607,9,1
-0.48042278,-0.208067718,0.026441906,-0.172592208,-1.887071506,-0.175892652,8,1
0.02426464,0.026848885,0.006034507,-0.207387102,-0.731979273,-0.194550967,9,0
-0.155032206,-0.008518394,0.318060681,-0.500616401,0.149050232,-0.940883551,1,0
-0.067597324,0.209525746,1.600769225,-0.055465511,1.341779707,-0.605033888,1,0
-0.321047805,-0.039667556,-0.156041647,-0.456787035,1.130799115,-0.53040063,1,1
-0.665253481,-0.310275909,-0.118184443,-0.110528779,0.284756341,0.066665437,1,0
-0.803599813,-0.351483655,-0.529881536,-0.184448248,-0.423459916,-0.903566922,8,0
-0.065383783,-0.017279096,-0.331426975,-0.061045179,-0.453675729,0.495806673,9,0
0.441517179,0.253978197,-0.001655237,-0.116893585,-0.281922685,1.148847684,3,0
-0.7814644,-0.447202437,-0.222291754,-0.007509765,1.096342486,-0.474425686,1,0
-0.037714517,0.175131879,-0.291203696,-0.065601166,1.052344021,-0.063942765,1,0
0.294316681,0.211148099,0.37809984,-0.083805044,-0.003089039,-0.007967821,9,0
-0.333222283,-0.120136227,0.003668432,-0.21911555,0.253480324,-0.474425686,1,1
-0.451646743,-0.18762608,0.026737666,-0.197912419,0.024476265,-0.175892652,1,0
0.265540644,0.299079589,0.155097248,-0.089871263,0.256130834,-0.231867596,9,0
0.045293283,-0.001380044,-0.032709975,-0.168057758,-1.127435357,-0.157234338,8,0
-0.041034828,0.00900301,0.371593133,-0.286015442,-0.113350252,-0.661008832,9,1
